machine_id,type_of_failure,timestamp,time_repair,cost,criticality,humid,temp,label
62,7,1589500800,"0,315791711","0,263","0,54",8,64,0
60,4,1592352000,"0,6422006809","0,105","0,791",50,85,1
29,5,1578873600,"0,3130696819","0,522","0,45",60,56,0
48,9,1596412800,"0,2524581468","0,543","0,521",43,93,0
71,1,1583452800,"0,3041825781","0,533","0,487",77,68,0
42,7,1594425600,"0,106","0,211","0,288",44,130,0
36,8,1604102400,"0,078","0,3","0,352",16,76,0
95,7,1600300800,"0,3390537234","0,487","0,416",75,71,0
31,8,1588723200,"0,2615679566","0,466","0,498",32,146,0
9,4,1579046400,"0,3367070822","0,503","0,584",7,76,0
78,2,1585958400,"0,107","0,387","0,25",71,25,0
61,2,1578268800,"0,211","0,318","0,286",21,110,0
63,10,1593302400,"0,137","0,253","0,285",50,70,0
27,6,1590451200,"0,9177044796","0,681","0,767",80,119,1
76,5,1603670400,"0,1","0,448","0,383",32,83,0
85,9,1609372800,"0,3257775651","0,569","0,502",6,126,0
79,3,1597622400,"0,9960085749","1,106","0,746",14,107,1
21,3,1578960000,"0,323388273","0,583","0,543",53,61,0
90,7,1605830400,"1,497139878","0,429","0,754",65,102,1
40,2,1580774400,"0,2076202158","0,408","0,513",68,94,0
53,1,1603152000,"0,098","0,165","0,232",67,111,0
8,10,1593734400,"0,8922767503","0,757","0,772",62,108,1
26,3,1593820800,"0,270086052","0,3","0,888",21,68,1
51,5,1590969600,"0,2910408785","0,413","0,471",64,127,0
19,8,1587254400,"0,1783163105","0,423","0,501",58,130,0
37,7,1607558400,"0,3076229035","0,506","0,495",42,67,0
52,2,1591660800,"0,245","0,251","0,324",29,63,0
96,8,1599782400,"0,2702619103","0,587","0,524",52,26,0
2,7,1607817600,"0,2303774574","0,315","0,445",70,105,0
77,9,1586390400,"0,3632612478","0,511","0,526",58,53,0
70,10,1601683200,"0,1963402004","0,553","0,506",51,111,0
85,7,1604102400,"0,3817731574","0,617","0,525",20,124,0
55,4,1596931200,"0,309","0,257","0,35",20,128,0
47,10,1605916800,"0,3541720575","0,499","0,591",63,144,0
57,4,1592179200,"0,3204420375","0,452","0,471",82,66,0
84,7,1600992000,"0,031","0,404","0,279",63,71,0
51,8,1604102400,"0,195","0,421","0,27",17,99,0
39,3,1593734400,"0,28","0,152","0,288",46,24,0
87,2,1599523200,"0,113","0,278","0,288",43,46,0
24,10,1606089600,"0,3023503229","0,409","0,426",75,28,0
16,10,1601337600,"0,1318931978","1,199","0,8",43,54,1
38,5,1578268800,"1,146264595","0,9","0,737",12,68,1
33,8,1597363200,"0,352584129","0,489","0,478",37,92,0
99,8,1581292800,"0,2122845391","0,643","0,448",9,125,0
39,3,1580169600,"0,111","0,166","0,227",75,74,0
96,6,1593129600,"0,2099475468","0,561","0,526",60,91,0
61,3,1592006400,"0,4000932583","0,458","0,522",12,108,0
66,8,1608681600,"0,299","0,309","0,2",39,148,0
33,2,1606003200,"0,3763601107","0,45","0,483",28,27,0
76,8,1582588800,"0,0911535134","-0,279","0,86",29,39,1
68,7,1582156800,"0,245","0,25","0,289",85,39,0
71,6,1590105600,"0,204","0,222","0,291",21,42,0
55,6,1581292800,"0,28","0,128","0,317",12,128,0
81,5,1596931200,"0,3324554894","0,646","0,42",56,108,0
55,2,1608422400,"0,3015209076","0,523","0,495",65,84,0
44,5,1590019200,"0,270060515","0,594","0,544",28,46,0
89,5,1596067200,"0,2086817326","0,449","0,537",37,93,0
89,9,1585958400,"0,2260205033","0,397","0,46",52,77,0
32,6,1591488000,"0,3028133297","0,552","0,537",40,73,0
20,1,1595116800,"0,329","0,272","0,318",9,130,0
66,1,1588550400,"0,2725571851","0,414","0,478",58,31,0
55,1,1591142400,"0,2594506974","0,402","0,433",61,113,0
98,8,1599091200,"0,309","0,233","0,309",56,78,0
90,3,1603324800,"0,2818653457","0,613","0,552",57,56,0
4,6,1609027200,"0,4224532522","0,198","0,819",77,105,1
13,7,1608076800,"0,234","0,424","0,288",81,90,0
43,7,1584230400,"0,2992537586","0,568","0,523",24,116,0
50,4,1587686400,"0,502551047","0,501","0,782",71,49,1
34,5,1593561600,"0,21","0,349","0,352",60,139,0
80,7,1605657600,"0,2695792967","0,385","0,502",68,76,0
72,9,1580947200,"0,242","0,204","0,104",79,65,0
28,6,1608163200,"0,24","0,275","0,326",6,143,0
42,7,1603411200,"0,2635627301","0,434","0,463",85,126,0
83,3,1595030400,"0,2009536256","0,529","0,477",14,45,0
84,10,1600732800,"0,2738158434","0,469","0,482",20,33,0
74,2,1601164800,"0,2831769713","0,475","0,443",82,104,0
49,9,1590364800,"0,2390262393","0,442","0,568",45,46,0
74,5,1605398400,"0,3804705957","0,57","0,448",31,44,0
4,3,1578268800,"0,3708912042","0,519","0,47",40,139,0
23,1,1604534400,"0,3628892035","0,615","0,568",42,24,0
8,4,1600732800,"0,2557836313","0,655","0,484",66,108,0
60,9,1599177600,"0,379","0,463","0,37",31,97,0
48,4,1587254400,"0,178","0,314","0,286",56,117,0
29,1,1592179200,"0,227","0,305","0,378",24,42,0
90,6,1606348800,"0,3034817262","0,424","0,587",19,77,0
28,6,1590105600,"0,8590214448","-0,167","0,693",37,104,0
93,5,1597276800,"0,2522592976","0,422","0,52",12,101,0
42,10,1591142400,"0,3216278581","0,597","0,503",43,86,0
34,10,1584403200,"0,3135433717","0,418","0,518",15,77,0
79,4,1602720000,"0,2417900212","0,475","0,474",19,65,0
97,2,1606694400,"0,226","0,392","0,223",36,48,0
72,4,1586736000,"0,166","0,395","0,461",67,79,0
54,3,1591660800,"0,21","0,359","0,176",62,39,0
75,7,1587513600,"0,4284565663","0,108","0,681",78,137,0
15,2,1588723200,"0,5113231893","0,156","0,824",66,97,1
54,5,1581465600,"0,234","0,262","0,249",78,125,0
56,9,1598313600,"0,3615276234","0,616","0,527",38,43,0
5,2,1602460800,"0,2525048499","0,545","0,499",43,65,0
61,8,1590019200,"0,3845839061","0,515","0,395",53,50,0
47,1,1590019200,"0,144","0,278","0,31",75,83,0
14,6,1578873600,"0,087","0,35","0,307",42,120,0
35,10,1603238400,"0,3462537168","0,522","0,467",21,121,0
11,2,1596412800,"0,256","0,252","0,317",20,112,0
67,5,1580083200,"0,2468143748","0,461","0,478",36,78,0
32,6,1607731200,"0,3761573118","0,725","0,773",20,140,1
69,9,1602720000,"0,249","0,276","0,406",64,108,0
71,4,1579910400,"0,3604712025","0,445","0,512",59,104,0
35,1,1592956800,"0,2731979097","0,547","0,453",13,32,0
40,3,1607385600,"0,2113611956","0,544","0,523",50,99,0
18,3,1590883200,"0,1828625244","0,486","0,498",46,123,0
14,3,1588464000,"0,2242480444","0,318","0,419",31,121,0
55,10,1597449600,"0,2491217825","0,587","0,527",25,71,0
89,8,1596153600,"0,302","0,442","0,246",75,33,0
41,4,1579392000,"0,392","0,263","0,313",52,26,0
77,8,1580860800,"-0,1238756976","1,261","0,753",43,80,1
1,3,1597795200,"0,268","0,139","0,292",73,53,0
53,9,1602806400,"0,142","0,367","0,361",26,146,0
17,3,1597449600,"0,3252115729","0,984","0,771",21,40,1
55,7,1605398400,"0,11","0,342","0,291",74,143,0
40,1,1583193600,"0,5423804952","0,658","0,771",78,90,1
4,8,1597104000,"0,2944280585","0,469","0,452",77,82,0
79,9,1603756800,"0,3083005969","0,536","0,518",41,137,0
49,2,1589932800,"0,195","0,196","0,378",15,150,0
23,4,1596844800,"0,275777073","0,574","0,559",8,26,0
3,3,1588118400,"0,147576919","0,183","0,636",42,78,0
58,5,1599004800,"0,294","0,328","0,346",48,86,0
26,10,1598659200,"0,2414118148","0,484","0,415",19,30,0
62,3,1591315200,"0,097","0,219","0,24",11,100,0
43,7,1601424000,"0,958670238","0,888","0,753",5,32,1
7,8,1601164800,"0,3107678189","0,42","0,58",17,143,0
77,10,1578355200,"0,2935135314","0,472","0,531",7,100,0
23,3,1598400000,"0,9235640042","0,514","0,624",28,52,0
25,3,1580688000,"0,147","0,214","0,236",73,41,0
32,10,1595980800,"0,167","0,204","0,339",50,90,0
67,5,1586563200,"0,268","0,217","0,283",77,97,0
65,2,1603411200,"0,357820835","0,546","0,529",40,83,0
57,6,1579996800,"0,138","0,21","0,304",5,92,0
47,6,1598745600,"0,2939456931","0,602","0,555",33,26,0
81,5,1583884800,"0,2779128409","0,53","0,533",28,137,0
31,8,1603670400,"0,2263435092","0,452","0,4",24,62,0
93,3,1607644800,"0,2942724899","0,235","0,528",54,48,0
46,7,1596067200,"0,233","0,294","0,312",36,83,0
17,4,1603929600,"0,1786541242","0,623","0,428",43,53,0
78,3,1589241600,"-0,129925826","0,462","0,719",42,123,1
15,2,1582156800,"0,3064300473","0,513","0,531",23,103,0
77,2,1597276800,"0,4138793747","0,337","0,443",77,139,0
67,1,1588896000,"0,233","0,29","0,319",36,82,0
45,5,1608940800,"0,3009219368","0,723","0,53",82,40,0
94,10,1578182400,"0,9800780644","0,598","0,777",35,137,1
7,8,1595635200,"0,205","0,121","0,317",65,49,0
98,5,1578528000,"0,3383067339","0,571","0,438",80,84,0
1,3,1603670400,"0,2104306939","0,531","0,496",56,73,0
50,1,1600732800,"0,2861962836","0,475","0,455",38,61,0
11,8,1596844800,"0,2454799001","0,405","0,498",51,105,0
92,7,1579046400,"0,291","0,404","0,363",68,133,0
59,3,1586390400,"0,3246043413","0,57","0,429",70,100,0
78,8,1608768000,"0,2566506996","0,483","0,495",76,38,0
73,4,1607904000,"0,4469201659","0,773","0,698",72,88,0
88,10,1607558400,"0,8910415322","0,638","0,825",46,84,1
99,8,1596067200,"0,3326219934","0,513","0,516",34,137,0
65,4,1588896000,"0,3433482892","0,537","0,519",67,57,0
83,3,1593129600,"0,206","0,491","0,214",73,26,0
35,1,1595635200,"0,8640439142","0,184","0,721",7,147,1
83,7,1588723200,"1,112019815","0,679","0,677",84,55,0
96,2,1602201600,"0,8733129457","0,548","0,779",64,63,1
38,3,1605052800,"0,415132869","0,212","0,751",56,107,1
96,2,1595980800,"0,5113920059","0,355","0,729",58,56,1
18,6,1589673600,"0,112","0,269","0,306",7,74,0
74,7,1582848000,"0,3484325236","0,665","0,453",35,32,0
85,6,1587772800,"0,3349111805","0,528","0,478",42,116,0
62,1,1595116800,"0,288","0,254","0,353",26,47,0
14,8,1602720000,"0,2672312336","0,65","0,549",54,47,0
17,9,1593648000,"0,3961330446","0,31","0,472",11,119,0
67,8,1579737600,"0,2649278452","0,432","0,528",37,70,0
11,2,1609286400,"0,299563173","0,593","0,511",76,31,0
76,3,1586217600,"0,3217488936","0,529","0,464",19,46,0
29,3,1581206400,"0,2699946577","0,483","0,527",28,25,0
19,1,1602374400,"0,2808416026","0,503","0,442",19,32,0
23,8,1580256000,"0,4251362057","0,702","0,734",34,29,1
45,9,1593993600,"1,132041697","0,795","0,78",24,53,1
11,8,1587600000,"0,334358895","0,402","0,444",12,27,0
83,9,1589068800,"0,245","0,236","0,258",75,120,0
67,9,1584576000,"0,3387620326","0,005","0,759",26,55,1
95,9,1608508800,"0,2436472402","0,493","0,601",75,136,0
19,9,1588723200,"0,204","0,151","0,293",84,94,0
68,7,1585094400,"0,289","0,379","0,246",68,64,0
67,5,1600473600,"0,236","0,378","0,291",15,52,0
37,4,1607990400,"0,182","0,428","0,336",19,28,0
57,5,1591056000,"0,219","0,442","0,298",47,28,0
93,10,1584489600,"1,093817919","0,396","0,806",40,25,1
73,3,1603843200,"0,2862942551","0,559","0,527",67,46,0
76,10,1582156800,"0,3052469925","0,503","0,501",45,105,0
95,3,1601596800,"0,2499121946","0,555","0,463",85,142,0
15,3,1596931200,"0,339146769","0,355","0,548",32,44,0
33,4,1606089600,"0,2454797529","0,503","0,447",19,27,0
64,2,1601769600,"0,2926940352","0,486","0,559",58,64,0
12,3,1589155200,"0,2720576258","0,478","0,485",77,126,0
44,4,1597622400,"0,282","0,135","0,267",26,111,0
94,6,1590019200,"0,308428473","0,559","0,789",43,133,1
77,9,1586995200,"0,2482656083","0,494","0,561",59,135,0
89,6,1596758400,"0,034","0,219","0,307",67,51,0
55,6,1585180800,"0,2399402715","0,534","0,444",30,116,0
53,9,1602288000,"0,2574815487","0,626","0,496",46,117,0
69,5,1578960000,"0,173","0,471","0,362",17,131,0
15,10,1586476800,"0,145","0,17","0,351",84,31,0
35,10,1603584000,"0,2408083176","0,333","0,519",27,144,0
3,5,1580947200,"0,097","0,39","0,305",37,81,0
4,2,1598400000,"0,275","0,271","0,328",85,149,0
37,8,1602201600,"0,129","0,372","0,336",24,148,0
11,4,1603324800,"0,2857201845","0,337","0,57",72,40,0
16,3,1583539200,"0,3427019457","0,538","0,419",70,89,0
55,7,1608249600,"0,5945940805","-0,186","0,691",17,100,0
34,7,1597190400,"0,161","0,236","0,353",51,48,0
23,5,1584921600,"0,4688224723","0,783","0,776",33,53,1
28,10,1584316800,"0,381","0,242","0,29",68,122,0
64,1,1583712000,"0,3478558923","0,385","0,505",74,36,0
19,1,1604102400,"0,2661825841","0,574","0,613",58,64,0
55,10,1603152000,"0,157","0,103","0,294",47,110,0
27,5,1587513600,"0,3171052981","0,425","0,451",10,115,0
11,3,1594252800,"0,3633476575","0,452","0,45",28,51,0
61,9,1606348800,"0,327","0,32","0,3",73,49,0
15,4,1584921600,"0,417","0,139","0,24",6,31,0
72,2,1607040000,"1,341709098","0,612","0,748",57,82,1
50,7,1591747200,"0,344711687","0,401","0,458",47,75,0
37,7,1603670400,"0,001","0,275","0,351",50,135,0
61,5,1607212800,"0,2822133679","0,549","0,528",33,25,0
2,6,1588464000,"0,3491486513","0,423","0,416",14,126,0
34,5,1590192000,"0,7624257734","0,356","0,732",49,125,1
31,9,1589328000,"0,105","0,321","0,342",60,113,0
67,10,1606348800,"0,245","0,355","0,349",79,141,0
12,9,1605225600,"0,2297922925","0,296","0,507",26,84,0
22,7,1609027200,"0,3170800196","0,308","0,467",15,39,0
13,4,1599523200,"1,024754069","0,391","0,772",81,44,1
41,9,1593475200,"0,2584211747","0,542","0,488",60,134,0
9,9,1581811200,"0,089","0,374","0,363",81,45,0
50,10,1589241600,"0,2584040605","0,468","0,505",82,100,0
94,5,1593216000,"0,294","0,216","0,233",73,26,0
70,5,1586736000,"0,2970587765","0,535","0,543",35,104,0
99,10,1590537600,"1,163550077","0,631","0,727",61,144,1
92,10,1586476800,"0,13","0,385","0,278",34,117,0
41,7,1598659200,"0,2685493682","0,606","0,517",13,62,0
5,2,1602115200,"0,047","0,443","0,406",43,65,0
93,10,1593907200,"0,3476232314","0,491","0,513",16,103,0
9,7,1588204800,"0,16","0,321","0,362",15,36,0
45,9,1604707200,"0,2475414275","0,365","0,574",71,33,0
92,7,1587859200,"0,3474663718","0,409","0,584",83,81,0
24,6,1578009600,"0,5057185833","-0,094","0,758",54,118,1
60,8,1585612800,"0,177","0,293","0,29",8,52,0
39,4,1585958400,"0,2445231245","0,528","0,541",59,147,0
14,7,1589500800,"0,224","0,239","0,285",85,95,0
58,9,1603584000,"0,3","0,222","0,372",56,72,0
76,7,1592956800,"0,3446239428","0,472","0,497",32,101,0
2,2,1602460800,"0,2762123012","0,422","0,487",68,84,0
76,1,1602806400,"0,3629246517","0,509","0,579",21,136,0
74,4,1596412800,"0,229","0,212","0,316",8,39,0
48,7,1608336000,"0,1683894968","0,432","0,432",63,95,0
89,10,1598659200,"0,3086509794","0,468","0,429",61,41,0
63,3,1593216000,"0,143","0,193","0,329",72,98,0
33,7,1594339200,"0,6294992995","0,748","0,763",62,102,1
13,7,1597363200,"0,2884380689","0,484","0,592",20,79,0
10,3,1582934400,"0,138","0,209","0,315",77,35,0
14,10,1588291200,"0,3848851636","0,599","0,595",32,150,0
78,4,1600300800,"0,2685878747","0,433","0,557",64,75,0
59,4,1579132800,"0,3490378346","0,629","0,523",17,68,0
22,4,1594684800,"0,4024512239","0,588","0,517",6,148,0
6,4,1585440000,"0,3107722386","0,692","0,5",14,93,0
45,9,1594512000,"0,129","0,251","0,374",83,51,0
81,6,1604016000,"0,2686287527","0,635","0,483",81,26,0
60,1,1597449600,"0,2332154846","0,454","0,559",82,144,0
78,3,1594166400,"0,3200184975","0,511","0,486",13,101,0
96,10,1599264000,"0,303","0,344","0,258",33,95,0
89,10,1589414400,"0,3236791034","0,345","0,605",22,114,0
86,4,1579219200,"0,177","0,339","0,257",12,25,0
79,6,1583366400,"0,94041942","0,077","0,734",70,75,1
49,9,1584662400,"0,067","0,219","0,233",49,29,0
34,4,1605571200,"0,192","0,179","0,26",15,133,0
77,2,1584057600,"0,3049120087","0,506","0,483",20,71,0
58,5,1581724800,"0,3399600143","0,506","0,485",78,124,0
64,6,1600473600,"0,208","0,291","0,302",50,25,0
52,8,1590278400,"0,1788301289","0,533","0,465",44,111,0
61,5,1598227200,"0,292","0,084","0,354",13,49,0
44,9,1593043200,"0,168","0,36","0,272",74,43,0
24,5,1590796800,"0,21","0,354","0,294",6,139,0
79,1,1590883200,"0,144","0,218","0,32",81,26,0
60,8,1594080000,"0,2577865547","0,574","0,479",49,91,0
89,4,1598659200,"0,2818686693","0,651","0,591",58,72,0
73,2,1604880000,"0,2473465313","0,449","0,468",72,53,0
47,4,1586563200,"0,2890424465","0,798","0,758",73,103,1
75,1,1589673600,"0,2288251002","0,418","0,469",85,132,0
63,7,1589414400,"-0,016","0,327","0,299",50,142,0
35,5,1596153600,"0,257","0,329","0,318",45,50,0
60,7,1598659200,"0,195","0,486","0,362",55,75,0
26,3,1590192000,"0,3410838202","0,453","0,523",75,133,0
46,9,1587340800,"-0,2660793287","0,491","0,713",45,101,1
14,1,1598140800,"0,3167982159","0,416","0,484",43,129,0
38,8,1597881600,"0,4847011724","1,02","0,732",48,87,1
34,1,1597017600,"0,114","0,349","0,257",66,63,0
47,5,1583366400,"0,8336109729","0,95","0,768",18,105,1
69,4,1578009600,"0,044","0,138","0,311",19,118,0
46,10,1591833600,"0,072","0,359","0,306",69,65,0
16,8,1591660800,"0,3320754457","0,377","0,433",65,44,0
63,5,1605571200,"0,176","0,263","0,358",66,137,0
28,6,1601164800,"0,252","0,108","0,361",30,44,0
90,8,1601596800,"0,4949683007","-0,538","0,77",66,37,1
32,2,1591574400,"0,2529202653","0,473","0,444",21,131,0
58,1,1607731200,"0,3179114695","0,478","0,46",71,138,0
36,8,1592611200,"0,128","0,209","0,29",14,47,0
36,8,1578787200,"0,2729578827","0,307","0,524",34,144,0
68,2,1589068800,"0,153","0,213","0,33",16,47,0
47,5,1609027200,"0,076","0,262","0,282",26,90,0
30,7,1581897600,"0,301046598","0,489","0,484",73,122,0
50,2,1591920000,"0,3848747128","0,551","0,465",49,82,0
10,8,1580947200,"0,195","0,341","0,291",69,61,0
12,9,1601510400,"0,2992377066","0,539","0,514",25,95,0
67,10,1580428800,"0,26","0,279","0,346",5,69,0
30,5,1583625600,"0,454065973","0,149","0,779",58,88,1
41,5,1607558400,"0,048","0,272","0,269",67,26,0
8,5,1580428800,"0,3335014904","0,545","0,473",50,123,0
18,2,1603843200,"0,3960758026","0,447","0,484",79,43,0
37,10,1586649600,"0,2754861429","0,533","0,498",53,149,0
65,7,1600992000,"0,3071747618","0,435","0,439",51,63,0
46,10,1595116800,"0,264","0,245","0,241",75,145,0
55,3,1601251200,"0,5938800871","0,934","0,709",37,47,1
54,2,1599868800,"0,3036574323","0,591","0,501",67,105,0
5,2,1581206400,"0,13","0,186","0,248",81,113,0
95,4,1605830400,"1,237980223","0,536","0,754",73,92,1
45,3,1593475200,"0,2739353246","0,412","0,53",28,99,0
34,5,1581638400,"0,189","0,263","0,329",37,52,0
48,10,1598140800,"0,3072475335","0,556","0,516",16,52,0
32,7,1579564800,"0,243","0,362","0,269",13,107,0
14,3,1597017600,"0,2520440858","0,483","0,45",38,143,0
38,6,1599091200,"0,191","0,285","0,295",18,30,0
82,1,1586131200,"0,2901859478","0,359","0,479",52,120,0
68,7,1587686400,"0,258","0,168","0,301",49,106,0
48,7,1589673600,"0,2303628795","0,717","0,501",45,44,0
54,5,1582243200,"0,076","0,369","0,227",55,49,0
36,4,1600560000,"0,3025698339","0,351","0,491",11,150,0
59,5,1583107200,"0,8668561675","0,823","0,804",24,101,1
10,3,1600473600,"0,334179902","0,535","0,494",8,57,0
12,2,1604534400,"0,226","0,225","0,28",32,64,0
45,5,1584144000,"0,186","0,361","0,316",27,99,0
9,2,1605744000,"0,3687759948","0,595","0,486",80,88,0
50,4,1590192000,"0,307349789","0,396","0,432",5,29,0
3,5,1604620800,"0,2786824823","0,329","0,533",65,105,0
42,2,1590019200,"0,3553463996","0,448","0,47",48,110,0
7,2,1589673600,"0,5597337277","0,404","0,723",7,98,1
94,8,1595289600,"0,4656200574","0,609","0,766",49,146,1
48,4,1608854400,"0,2498910722","-0,603","0,75",74,118,1
15,8,1598832000,"0,2944303325","0,421","0,502",63,27,0
1,1,1582675200,"0,8401415242","0,847","0,83",21,99,1
66,3,1578355200,"0,2651000464","0,47","0,555",45,125,0
27,7,1590883200,"0,2747514701","0,501","0,443",35,116,0
46,6,1591833600,"0,2506105631","0,432","0,484",57,67,0
25,3,1599436800,"0,2649254198","0,55","0,492",66,88,0
39,9,1578096000,"0,2380186629","0,584","0,529",53,111,0
94,10,1588204800,"0,3210913973","0,446","0,409",5,76,0
68,8,1590883200,"0,9852526423","0,545","0,658",7,70,0
26,8,1596758400,"0,2579167144","0,505","0,579",63,142,0
73,1,1594512000,"0,274591149","0,487","0,425",69,62,0
46,10,1581897600,"0,3198101386","-0,219","0,757",64,31,1
17,8,1588118400,"0,172764204","1,15","0,763",14,79,1
17,8,1585008000,"0,1","0,181","0,197",63,48,0
2,8,1590364800,"0,208","0,153","0,254",85,134,0
60,9,1595116800,"0,193","0,443","0,336",13,129,0
32,9,1599782400,"0,9310001523","1,209","0,813",53,117,1
20,10,1607731200,"0,8262450974","0,582","0,723",70,126,1
28,3,1589155200,"0,295","0,273","0,344",66,71,0
10,8,1581120000,"0,3672451518","0,558","0,461",21,144,0
47,10,1578009600,"0,2984980172","0,499","0,485",16,35,0
70,6,1590278400,"0,7839763143","1,18","0,793",19,62,1
44,3,1605139200,"0,2922401855","0,609","0,571",28,98,0
13,9,1599609600,"0,142","0,358","0,281",10,146,0
3,6,1595894400,"0,311","0,41","0,282",49,101,0
7,1,1590019200,"0,2566924701","0,682","0,437",59,30,0
79,1,1603238400,"0,173","0,33","0,243",19,68,0
16,10,1593129600,"0,085","0,321","0,273",83,66,0
50,4,1588118400,"0,2346295559","0,504","0,419",42,114,0
57,3,1580169600,"0,283","0,37","0,254",22,118,0
79,9,1597449600,"0,2774400073","0,414","0,48",60,58,0
42,3,1590969600,"0,28","0,218","0,253",62,76,0
57,2,1602806400,"0,138","0,33","0,209",84,120,0
76,1,1578441600,"0,237","0,458","0,34",74,129,0
22,5,1579046400,"0,3777702048","0,449","0,5",53,44,0
58,1,1601251200,"0,173","0,21","0,356",21,132,0
8,5,1581724800,"0,3522963626","0,691","0,671",17,139,0
9,9,1592956800,"0,4770962915","0,075","0,705",19,124,1
42,9,1604534400,"0,157","0,262","0,285",66,66,0
35,6,1585440000,"0,2555053948","0,534","0,601",14,33,0
81,6,1587081600,"0,3123799009","0,614","0,532",49,40,0
72,7,1583107200,"0,227","0,22","0,246",15,123,0
47,4,1585785600,"0,183","0,257","0,239",24,106,0
97,9,1578182400,"0,3241267023","0,528","0,46",17,141,0
37,1,1586822400,"-0,011","0,252","0,275",57,112,0
52,1,1581206400,"0,2531694763","0,631","0,461",43,95,0
34,6,1598745600,"0,3245591352","0,426","0,473",19,43,0
60,6,1603756800,"0,227","0,21","0,3",69,100,0
16,8,1590624000,"1,372360802","-0,299","0,806",5,57,1
57,5,1599436800,"0,2514128163","0,568","0,457",50,128,0
51,4,1603929600,"0,2656951147","0,567","0,534",82,45,0
72,8,1601164800,"0,5488184316","0,316","0,731",21,117,1
51,9,1590278400,"0,064","0,305","0,282",77,72,0
47,6,1596844800,"0,2979933168","0,48","0,476",8,117,0
64,10,1607385600,"0,3251589746","0,527","0,624",33,40,0
96,8,1601510400,"0,4277851148","0,625","0,655",53,74,0
45,3,1595808000,"0,3587150832","0,454","0,502",74,56,0
9,5,1595635200,"0,3047717425","0,534","0,462",38,27,0
46,5,1597190400,"0,3321696485","0,473","0,44",48,113,0
75,9,1589241600,"0,3613852418","0,386","0,447",74,112,0
67,7,1587081600,"0,06045311554","0,118","0,849",62,111,1
41,9,1582934400,"0,324862469","0,462","0,436",68,104,0
24,1,1606089600,"0,084","0,21","0,356",54,88,0
11,3,1579996800,"0,3360692254","0,551","0,498",53,25,0
55,7,1582243200,"1,171215526","0,494","0,79",24,86,1
87,6,1606262400,"0,333","0,417","0,301",85,80,0
59,4,1586304000,"0,2306860791","0,491","0,467",69,35,0
32,2,1604880000,"0,2904137104","0,455","0,456",85,107,0
20,10,1606262400,"0,3801002274","0,458","0,515",73,144,0
21,8,1606176000,"0,6901083682","0,391","0,804",51,140,1
53,1,1581897600,"0,3309433836","0,363","0,529",42,72,0
97,2,1603152000,"0,3446136247","0,43","0,545",34,47,0
96,6,1581465600,"0,4693281757","0,644","0,768",48,100,1
29,6,1598745600,"0,5800943063","-0,042","0,767",54,115,1
51,6,1588032000,"0,163","0,228","0,253",57,25,0
18,5,1586217600,"0,246","0,322","0,311",85,128,0
88,7,1583625600,"0,066","0,225","0,33",10,80,0
55,2,1580515200,"0,262","0,253","0,403",73,116,0
7,8,1581120000,"0,2761362227","0,512","0,414",83,24,0
55,7,1602028800,"0,238","0,394","0,333",40,141,0
66,9,1604707200,"0,3867430301","0,391","0,497",42,57,0
97,6,1602979200,"0,172","0,436","0,33",29,127,0
85,6,1604793600,"0,3475661317","0,607","0,56",42,134,0
42,9,1596844800,"0,296","0,368","0,28",52,77,0
14,8,1608768000,"0,3119511365","0,509","0,539",52,56,0
80,1,1608422400,"0,306925879","0,567","0,551",67,133,0
42,7,1599350400,"0,2515072242","0,495","0,561",30,60,0
52,1,1608336000,"0,331","0,343","0,3",67,61,0
40,9,1601683200,"0,1073698344","0,845","0,73",65,145,1
37,8,1592870400,"0,156","0,201","0,214",76,63,0
22,1,1599955200,"0,3863813005","0,432","0,526",83,126,0
50,6,1600041600,"0,2490356329","0,538","0,475",43,66,0
60,6,1598227200,"0,227","0,527","0,363",37,44,0
6,10,1593216000,"0,2588036912","0,527","0,554",55,74,0
35,5,1585526400,"0,167","0,367","0,318",12,44,0
60,10,1595462400,"0,5053940505","0,224","0,81",54,129,1
7,4,1586908800,"1,529471186","0,685","0,707",32,121,1
40,2,1586563200,"0,2900395818","0,521","0,475",55,28,0
96,1,1600128000,"0,279","0,386","0,337",34,63,0
89,4,1590969600,"0,2403793228","0,505","0,567",83,70,0
6,5,1578009600,"0,3539154655","0,514","0,396",38,82,0
41,8,1590105600,"0,7646767863","0,32","0,729",62,125,1
60,1,1579737600,"0,3571720398","0,582","0,453",75,43,0
45,9,1602892800,"0,339610666","0,389","0,574",78,124,0
50,2,1605139200,"0,2894096941","0,464","0,517",8,111,0
91,4,1579996800,"0,194","0,29","0,338",47,24,0
13,5,1606521600,"0,243","0,388","0,341",10,57,0
92,9,1584057600,"0,6630146572","0,538","0,694",47,129,0
87,4,1597708800,"0,2794769186","0,362","0,415",48,115,0
94,4,1597881600,"-0,015","0,16","0,265",80,85,0
63,9,1606780800,"0,4532106805","0,461","0,729",8,78,1
33,3,1579392000,"0,251","0,351","0,261",43,104,0
28,6,1595980800,"0,3301801406","0,431","0,51",73,54,0
71,4,1590364800,"0,3053847909","0,337","0,712",84,131,1
75,1,1605571200,"0,162","0,432","0,23",62,75,0
71,3,1600128000,"0,2385706024","0,843","0,538",52,98,0
83,3,1586736000,"0,4094197399","0,404","0,468",7,141,0
30,8,1591488000,"0,6227822022","1,291","0,812",21,64,1
